Reporting Range=["Quarterly"],Select year=["2025"],Select quarter=["4"],Search Term=["kid"],,,,,,,,,,,,,,,,,
Search Frequency Rank,Search Term,Top Clicked Brand #1,Top Clicked Brands #2,Top Clicked Brands #3,Top Clicked Category #1,Top Clicked Category #2,Top Clicked Category #3,Top Clicked Product #1: ASIN,Top Clicked Product #1: Product Title,Top Clicked Product #1: Click Share,Top Clicked Product #1: Conversion Share,Top Clicked Product #2: ASIN,Top Clicked Product #2: Product Title,Top Clicked Product #2: Click Share,Top Clicked Product #2: Conversion Share,Top Clicked Product #3: ASIN,Top Clicked Product #3: Product Title,Top Clicked Product #3: Click Share,Top Clicked Product #3: Conversion Share,Reporting Date
50166,karate kid: legends,,Sony Pictures,BOTTEK,Digital_Video_Download,Video DVD,Digital_Ebook_Purchase,B0F829G6C5,Karate Kid: Legends,47.89,0,B0FGJKV6Z2,Karate Kid:The Legend Continues,25.92,0,B0FTFHSX1S,The Karate Kid,4.04,0,12/31/2025
51454,cat kid comic club,Scholastic,GRAPHIX,,Books,Digital_Ebook_Purchase,Toys,1338864394,The Cat Kid Comic Club Collection: From the Creator of Dog Man (Cat Kid Comic Club #1-3 Boxed Set),26.24,18.37,1338712764,Cat Kid Comic Club: A Graphic Novel (Cat Kid Comic Club #1): From the Creator of Dog Man,24.82,26.14,1338846620,Cat Kid Comic Club: Collaborations: A Graphic Novel (Cat Kid Comic Club #4): From the Creator of Dog Man,9.82,8.95,12/31/2025
51995,kid hangers,Amazon Basics,Utopia Home,Sharpty,Home,Biss,Furniture,B075QKDKMV,"Amazon Basics Kids Velvet, Non-Slip Clothes Hangers (baby/toddler), 11.6 inches (for baby clothes), Pack of 30, Gray",19.64,12.08,B0B4RYFZ5M,Utopia Home 60 Pack Kids Hangers - 11.5 Inch Plastic Baby Hangers for Closet - Childrens Hanger for Clothes & Infant Hanger for Closet (White),12.71,9.82,B088JGKW83,"Sharpty Kids Plastic Hangers, Children's Hangers for Baby, Toddler, and Child Clothes - Everyday Standard Use - Ideal for Boys and Girls Closet, Clothing, Pants, Coats, and More - White, 20 Pack",10.6,5.87,12/31/2025
52521,kid stocking stuffers,Lip Smacker,,Mr. Bubble,Toys,Beauty,Books,B077XC7K7V,"Lip Smacker Lippy Pals Unicorn, Flavored Moisturizing & Smoothing Soft Shine Lip Balm, Hydrating & Protecting Fun Tasty Flavors, Cruelty-Free & Vegan - Unicorn Magic",4.33,2.42,B083JLFJGV,Mr. Bubble Kids Original Bath Bomb Potions - Colorful Fizzy Fun - Cool Foam and Bubble Science Beaker Bath Toys (Pack of 4),3.79,2.04,B00000IZKX,"The Original Slinky Walking Spring Toy, 2.75-inch Diameter Metal Slinky, Fidget Toys",2.41,2.83,12/31/2025
52535,kid headphones,iClever,noot products,Candy Bila,Electronics,Wireless,Toys,B0746RBK2M,Kids Headphones - noot products K11 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/Smartphones/School/Kindle/Airplane Travel/Plane/Tablet (Navy/Teal),9.47,7.64,B0C9MYNRWC,"Candy Bila Kids Headphones, Wired Headphones for Kids Over Ear with Microphone, 85/94dB Volume Limiter Headphone for Girls Boys, Foldable Headphone for Learning & Entertainment,Gradient Purple",8.88,5.1,B0DPKL5Q4V,"Kids Headphones for School, 85/94 dB Volume Limit, Wired Over Ear Headphones for Kids Boys Girls with Microphone, Foldable Stereo Sound 3.5mm Wired Cord for Kindle Tablet Airplane Travel, Blue",6.62,5.16,12/31/2025
57275,diary of a wimpy kid books,Amulet Books,Hunnee,Penguin Random House,Books,Office Products,Audible,141978269X,Partypooper: A side-splitting birthday disaster from the #1 international bestselling Diary of a Wimpy Kid series (Book 20) (Volume 20),18.97,15.91,1419716697,"Diary of a Wimpy Kid Box of Books 1-4 Hardcover Gift Set: Diary of a Wimpy Kid, Rodrick Rules, The Last Straw, Dog Days",10.13,6.28,0241381223,"Diary of a Wimpy Kid 12 Books Complete Collection Set New(Diary Of a Wimpy Kid,Rodrick Rules,The Last Straw,Dog Days,The Ugly Truth,Cabin Fever,The Third Wheel,Hard Luck,The Long Haul,Old School..etc",8.27,3.2,12/31/2025
58084,kid toothbrush,COLGATE,Brush Buddies,Guru Nanda,Beauty,Biss,Baby,B0DHSX9TF8,"Colgate Extra Soft Kids Toothbrushes, Advanced Cavity Fighter Kids Toothbrush Pack, Extra Soft Bristles Help Remove Plaque and Stains for a Gentle Clean, for Children Ages 6 and Up, 4 Pack",8.61,8.03,B0C4VXPKGL,"GuruNanda Kids Toothbrush with Suction Cup & Fun Animal Designs - Soft Bristles for Healthy Gums- Non-Slippery & Mess-Free Toothbrush, 3+ Age- 4 Count",8.58,7.66,B0CGR1HWH3,"Colgate Bluey Extra Soft Toothbrush for Kids, Kids Toothbrush Pack with Built in Suction Cup Toothbrush Holder, Designed for Children Ages 2 and Up, Extra Soft Bristles, 2 Pack",5.51,4.71,12/31/2025
58185,kid gloves,Cooraby,Glooarm,GOHI,Apparel,Sports,Pet Products,B077Z3SYJ2,Cooraby 12 Pairs Kid's Winter Magic Gloves Children Stretchy Warm Magic Gloves Boys or Girls Knit Gloves for 6-12 Years,6.91,4.86,B0CH9VZTC2,"GOHI 6 Pairs of Kids Gloves Boys Winter Gloves Stretchy Full Fingers Knitted Gloves Wool Fleece Lined Mittens,6-12Years",6.54,3.26,B0C9MNVRMS,Glooarm 12 Pairs Kids Gloves Winter Toddler Full Fingers Knit Children Stretchy Warm Gloves Bulk for Boys Girls,4.48,2.77,12/31/2025
59112,kid scissors,LIVINGO,Westcott,Scotch,Office Products,Home,Toys,B07TXVGGQM,"LIVINGO 5"" Small School Student Blunt Kids Craft Scissors, Sharp Stainless Steel Blades Safety Comfort Grip for Children Cutting Paper, Assorted Color, 3 Pack",18.86,17.81,B000UVMNF4,"Westcott 5"" Hard Handle Kids Scissors, Blunt, Assorted Colors, 2-Pack",14.2,13.81,B077Y3M7KZ,"Crayola Toddler Safety Scissors (3pk), Blunt Tip Training Scissors for Preschool Learning Activities, Right & Left Handed, Toddler Back to School Essentials",6.06,4.14,12/31/2025
61087,kid toothpaste,Crest,COLGATE,Tom's OF MAINE,Beauty,Health & Personal Care,Pet Products,B07ZK1573S,"Crest Kid's Cavity Protection Toothpaste, Crest Kids Toothpaste, For Children And Toddlers 2+, Sparkle Fun, 4.6 Oz (Pack of 3), Toothpaste For Kids, Packaging may vary",17.23,18.2,B0BP5ZQ879,"Crest Advanced Kid's Fluoride Toothpaste, Bubblegum Flavor, 4.2 oz, 3 Count, Color-Changing Anticavity Toothpaste",10.93,10.2,B00IUU15GA,"Orajel Kids Paw Patrol Anti-Cavity Fluoride Toothpaste, Natural Fruity Bubble Flavor, 4.2oz Tube",7.11,6.17,12/31/2025
64787,kid phone,KOKODI,Yosfeng,Luoba,Toys,Wireless,Camera,B0C8HWWP4Q,"KOKODI Kids Smart Phone, Touchscreen HD Dual Camera Cell Phone for Kids, Christmas Birthday Gifts Dinosaur Child Play Phone for Boys 3-10, Travel Toy Preschool Learning Education Toy",10.82,10.2,B0DC4C6SKP,"Kids Smart Phone for Girls Gifts - Toddler Christmas Birthday Gift for Age 3 4 5 6 Year Old, Kids Cell Phone Toy with Touchscreen, Dual Cameras, Learning, Kid Mp3 Player, Games with 32 GB Card",7.39,4.6,B0CMTLGC9W,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8"" Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8GB Card Purple",6.93,4.14,12/31/2025
65497,kid snacks,Annie's Homegrown,365 BY WHOLE FOODS MARKET,Goldfish,Grocery,Fresh_Perishable,Health & Personal Care,B008RLUXI8,"Annie's Organic Variety Pack, Cheddar Bunnies, Bunny Grahams and Cheddar Squares, 12 Pouches, 11 oz",2.84,1.88,B06XKHNCZW,"Nabisco Team Favorites Variety Pack, OREO Mini, CHIPS AHOY! Mini, Teddy Grahams Honey & Barnum's Animal Crackers, Christmas Stocking Stuffers, 30 Snack Packs",2.61,1.83,B00L3O5CE6,"Annie's Organic Variety Pack, Cheddar Bunnies, Bunny Grahams and Cheddar Squares, 12 Pouches, 11 oz",2.46,2.84,12/31/2025
66359,kid slippers,OWIF,IceUnicorn,Dearfoams,Shoes,Softlines_Private_Label,Toys,B0CSBKM77S,"OWIF Toddler Slippers Boys Dinosaur Slipper House Shoes Non Slip Warm Soft Winter Fuzzy Indoor Bedroom Cute Home Slipper, Green,8.5-9 toddler",5.39,0.51,B083TSM391,"Dearfoams Easter Basket Stuffers Gifts for Kids Washable Animal Critter Slippers, Shark, 1 Big Kid",3.32,0.76,B0DB5J3W72,ANLUKE Kids Toddler Slippers Boys Girls Indoor House Shoes Non-Slip Slippers Socks Outdoor Warm Walking Shoes Grey 32/33,2.82,0.1,12/31/2025
67076,kid makeup,ULOVEME,Hollyhi,PERRYHOME,Toys,Beauty,Luggage,B0BY2N34SM,"ULOVEME Kids Real Makeup Kit for Girls with Fluffy Purse - Real, Non Toxic, Washable Make Up Toy - Umicorn Toys Gift for 3 4 5 6 7 8 Years Old Girls Birthday (Pink Umicorn)",7.92,7.45,B095LT69HN,"Hollyhi 58 Pcs Kids Makeup Kit for Girl, Princess Toys Real Washable Cosmetic Set with Mirror, Kids Makeup Sets for Girls, Play Make Up Birthday Gifts for 3 4 5 6 7 8 9 10 11 12 Years Old Kid (Rose)",6.92,2.76,B09JP494QG,"PERRYHOME Kids Makeup Set for Girl 56 Pcs Washable Real Cosmetic, Non-Toxic Frozen Toys Toddler Makeup Kit, Princess Dress up Christmas & Birthday Girl Gift for 3 4 5 6 7 8 9 10 11 12 Year Old Girls",6.2,3.62,12/31/2025
67913,kid watch,BIGGERFIVE,Accutime,A ALPS,Wireless,Watches,Toys,B0DC9NRKXN,"BIGGERFIVE Smart Watch for Kids No APP No Phone Needed, 1.8"" Fitness Tracker Watch Pedometer, Heart Rate, Sleep Monitor, IP68 Waterproof, Step Counter, Puzzle Games for Girls Boys Teens 5-16, Blue",11.67,4.85,B0BP7JJWHC,"Kids Smart Watch Gift for Girls Age 5-12, 39 Games HD Touch Screen Watches with Video Camera Music Player Pedometer Flashlight 12/24 hr Educational Toys Birthday Gifts for Girls Ages 7 8 9 10",4.58,2.34,B073VBBX59,"Accutime Marvel Spider-Man Digital Watch for Kids – Durable Plastic Timepiece, LCD Display, Quartz Accuracy, Iconic Spiderman Imagery",4.45,3.54,12/31/2025
68435,kid books,,Penguin Random House,Wonder House,Books,Digital_Ebook_Purchase,Toys,9387779262,My First Library: Boxset of 10 Board Books for Kids,5.76,3.78,1492680524,How to Catch a Dinosaur,2.86,2.66,0375851569,Dr. Seuss's Beginner Book Boxed Set Collection: The Cat in the Hat; One Fish Two Fish Red Fish Blue Fish; Green Eggs and Ham; Hop on Pop; Fox in Socks,2.86,1.72,12/31/2025
69479,wimpy kid books,Amulet Books,Hunnee,,Books,Office Products,Digital_Ebook_Purchase,141978269X,Partypooper: A side-splitting birthday disaster from the #1 international bestselling Diary of a Wimpy Kid series (Book 20) (Volume 20),35.24,37.59,B0CZPH8DRT,"A Library of a Wimpy Kid 1-22 Boxed Set for Kids,22 Books Complete Collection Series, Paperback Edition for Children",8.37,2.4,0241381223,"Diary of a Wimpy Kid 12 Books Complete Collection Set New(Diary Of a Wimpy Kid,Rodrick Rules,The Last Straw,Dog Days,The Ugly Truth,Cabin Fever,The Third Wheel,Hard Luck,The Long Haul,Old School..etc",7.56,2.85,12/31/2025
71084,kid shoes,Skechers,adidas,Under Armour,Shoes,Outdoors,Softlines_Private_Label,B0C4RPR162,"Skechers Kids Boys Play Scene Sneaker, Black/Yellow, 9 Toddler",2.53,0.14,B0BN6WDX86,"Skechers Unisex-Child Microspec Plus - Swirl Sweet Sneaker, Aqua/Pink, 1 Little Kid",1.53,0.27,B0BLYKD5W4,RUNSIDE Boys Girls Tennis Shoes Kids Lightweight Breathable Sneakers Lace-up Running Athletic Shoes for Toddler/Little Kid/Big Kid Purple,1.44,0.14,12/31/2025
72433,butch cassidy and the sundance kid,,AMAZON PRIME VIDEO,WALT DISNEY,Digital_Video_Download,Video DVD,Digital_Ebook_Purchase,B0B8TXDRD7,Butch Cassidy and the Sundance Kid,61.97,0,B004EERGHS,Butch Cassidy and the Sundance Kid,15.66,0,B077ZJ9BT4,The Making of Butch Cassidy and the Sundance Kid,3.73,0,12/31/2025
73369,the karate kid,,Sony Pictures,Scholastic,Digital_Video_Download,Video DVD,Digital_Music_Purchase,B09R4HXHCQ,The Karate Kid,33.96,0,B0FTFHSX1S,The Karate Kid,15.35,0,B0FC42KYY9,Karate Kid: Lasting Legacy,7.46,0,12/31/2025
81058,kid socks,Hanes,Amazon Essentials,SPTRAMLE,Apparel,Softlines_Private_Label,Sports,B07KCDC1V2,Nike Dri-Fit Performance Basic Crew (Toddler/Little Kid) White 5-7 (10 Toddler-3 Little Kid),4.58,1.26,B07JM639R7,"Amazon Essentials Unisex Kids' Cotton Crew Socks, 10 Pairs, Black, Medium",3.79,0.94,B00S4GMP00,"Hanes Boys Socks, Double Tough Cushioned Ankle And No Show, 12-pair Packs Athletic-socks, Ankle - White/Grey Bottom - 12 Pack, Large US",3.5,1.46,12/31/2025
81907,kid water bottle,OWALA,THERMOS,Contigo,Kitchen,Outdoors,Home,B0CRC73JTS,"Owala Kids FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports, Travel, and School, BPA-Free Sports Water Bottle, 16 oz, Celestial Sphere",6.89,1.54,B0872T6NH2,"Contigo Aubrey Kids Water Bottle, 2-Pack, 14oz, Dinos & Sharks, Spill-Proof Lid, Dishwasher Safe, Blue & Green",3.89,1.43,B0CRC8MQZL,"Owala Kids FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports, Travel, and School BPA-Free Sports Water Bottle, 16 oz, Blue Citrus",2.56,0.77,12/31/2025
83398,kid couch,MOMCAYWEX,Delta Children,Costzon,Furniture,Toys,Baby,B0C5CM3FS6,"MOMCAYWEX Kids Sofa, 2-in-1 Flip-Out Foam Couch with Soft Sherpa Cover, Cozy Play Lounge Chair, Grey",6.59,3.07,B08KRCTMK4,"Serta Perfect Sleeper Extra Wide Convertible Sofa to Lounger - Comfy 2-in-1 Flip Open Couch/Sleeper for Kids, Grey",4.11,2.04,B0DZ23HTQ1,"Zorvoxz Kids Couch, 2-in-1 Toddler Chair Comfy 1-3 Years Old, Convertible Kids Chair, Toddler Couch That Fold Out, Kid Lounge Chairs for Boys and Girls, Soft Coral Fleece, Grey",2.82,2.39,12/31/2025
88312,karate kid,,Sony Pictures,Suddora,Digital_Video_Download,Video DVD,Apparel,B09R4HXHCQ,The Karate Kid,15.03,0,B000OLROWC,The Karate Kid,12.78,0,B0F829G6C5,Karate Kid: Legends,10.82,0,12/31/2025
89200,kid gifts,TQU,Blue Marble,JOYIN,Toys,Home,Books,B0D46FMQTJ,"4 Pack LCD Writing Tablet for Kids, 8.5 Inch Colorful Doodle Board Drawing Tablet, Educational Learning Toys Birthday Gifts for Boys Girls Age 3 4 5 6 7 8",4.13,3.92,B0CNQ5X4Y1,"How To Draw Everything: 300 Drawings of Cute Stuff, Animals, Food, Gifts, and other Amazing Things | Book For Kids",2.46,1.36,B09FL6YR9L,"Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays",1.93,1.14,12/31/2025
93028,kid board games,Hasbro Gaming,Hasbro,MONOPOLY,Toys,Sports,Biss,B00000DMF5,"Hasbro Gaming Candy Land Kingdom of Sweet Adventures Board Game for Kids, Ages 3 & Up (Amazon Exclusive)",6.26,6.75,B076HK9H7Z,"Sorry! Kids Board Game, Family Board Games for Kids and Adults, 2 to 4 Players, Family Games, Kids Games, Ages 6 and Up",4.52,3.27,B00D8STBHY,"Hasbro Gaming Connect 4 Classic Grid,4 in a Row Game,Strategy Board Games for Kids,2 Player .for Family and Kids,Ages 6 and Up",3.54,2.68,12/31/2025
93983,kid table and chairs,Delta Children,Brelley,Flash Furniture,Furniture,Baby,Toys,B00E84CG1K,"Flash Furniture Mindy Kids 5-Piece set Folding Square Table and Chairs Set for Daycare and Classrooms, Children's Activity Table and Chairs Set, Multicolor",6.15,4.86,B076MGX5S5,"Delta Children MySize Kids Wood Table and Chair Set (2 Chairs Included) - Ideal for Arts & Crafts, Snack Time, & More - Greenguard Gold Certified, Bianca White, 3 Piece Set",5.56,3,B0DP8Q4CMD,"Brelley Kids Table and 2 Chairs Set, Height Adjustable Toddler Desk and Chair Set, Graffiti Desktop, Classroom/Daycare/Home, Children Multi-Activity Table for Ages 2-8",4.31,3,12/31/2025
96938,kid crocs,Crocs,INMINPIN,Nedaan,Shoes,Outdoors,Jewelry,B096KVDTKR,Crocs Classic Clogs (Little Kid/Big Kid) Lavender 3 Little Kid M,6.47,0.17,B0BQVV7P5L,Crocs Kids Classic Clog (Toddler) - Clogs for Kids - Synthetic Upper - Ventilation Holes - Round Toe Bone 10 Toddler M,5.83,0.09,B09NMFCJ61,Crocs Kids Classic Clog (Toddler) - Clogs for Kids - Synthetic Upper - Ventilation Holes - Round Toe Blue Bolt 10 Toddler M,3.1,0,12/31/2025
97888,kid vanity,MU,Costzon,Honey Joy,Furniture,Toys,Home,B0DRTXS8PV,"BXKX Kids Vanity with Lights, Princess Vanity Set with Drawer and Storage Shelves, 2 in 1 Toddler Makeup Vanity with Lighted Mirror, Girls Vanity Set with Stool for Little Girls (White)",3.07,0.76,B0B9W19Y1H,"Eohemeral Toddler Makeup Table with Mirror and Chair, Kids Makeup Vanity Set with Accessories and Lights and Music Sound for Girls, Toddlers 3-5 Years Old",2.7,2.47,B088CXYT5B,"UTEX Pretend Play Kids Vanity Set with Mirror and Stool, Kids Make Up Vanity Desk with Mirrror for Little Girls, Children Makeup Dressing Table with Drawer, Pink",2.69,2.09,12/31/2025
99222,air soft gun for kid,Umarex,BBTac,Game Face,Sports,Toys,Apparel,B001ABJXLA,"walther p22 special operations, black airsoft gun(Airsoft Gun)",13.87,17.36,B0CD3YKP3P,9902 M4 Airsoft Rifle and 1911 Combo Kit (Color: Black),6.66,3.04,B00C1P4UUI,"walther ppq spring airsoft pistol, dark earth brown(Airsoft Gun)",5.96,5.96,12/31/2025
102644,kid chair,MOMCAYWEX,MAXYOYO,Delta Children,Furniture,Baby,Toys,B0DQD8FWHM,"MAXYOYO Kids Bean Bag Chair, Stuffed Toddler Bean Bag Sofa with Filler Bean Bag Chair for Boys and Girls, Lazy Sofa with Pocket Floor Chair for Gaming, Reading, Beige",5.78,0.33,B0C5CM3FS6,"MOMCAYWEX Kids Sofa, 2-in-1 Flip-Out Foam Couch with Soft Sherpa Cover, Cozy Play Lounge Chair, Grey",5.38,2.45,B0C5C7NMK5,"MOMCAYWEX Kids Snuggly-Soft Sherpa Chair, Cuddly Toddler Foam Chair for Boys and Girls, Light Grey",3.44,1.96,12/31/2025
104694,kid electric toothbrush,COLGATE,seago,Philips Sonicare,Beauty,Personal_Care_Appliances,Biss,B074MZKFKS,"SEAGO Kids Electric Toothbrush with 2 Mins Timer and 4 Replacement Bursh Heads, Rainbow LED Light Make Brushing Fun, Pink Color Girls Battery Powerd for 4-12 Years Old,SG-977",8.31,4.27,B0CFFZ389Y,"Colgate Kids Battery Powered Minecraft Toothbrush, Extra Soft Kids Battery Toothbrush with 1 AA Battery Included, Made for Ages 3 and Up, Features Easy On and Off Switch, Flat Lay Handle, 1 Count",7.13,5.29,B0BN2DK5YX,"Philips Sonicare for Kids Design a Pet Edition, Corded Electric, HX3601",7.05,3.4,12/31/2025
106228,kid table,Delta Children,Brelley,Flash Furniture,Furniture,Baby,Toys,B00E84CG1K,"Flash Furniture Mindy Kids 5-Piece set Folding Square Table and Chairs Set for Daycare and Classrooms, Children's Activity Table and Chairs Set, Multicolor",4.63,3.66,B076MGX5S5,"Delta Children MySize Kids Wood Table and Chair Set (2 Chairs Included) - Ideal for Arts & Crafts, Snack Time, & More - Greenguard Gold Certified, Bianca White, 3 Piece Set",3.99,0.92,B0DP8Q4CMD,"Brelley Kids Table and 2 Chairs Set, Height Adjustable Toddler Desk and Chair Set, Graffiti Desktop, Classroom/Daycare/Home, Children Multi-Activity Table for Ages 2-8",3.96,3.48,12/31/2025
106412,kid rock,,WARNER RECORDS,Rhino,Digital_Music_Purchase,Music,Apparel,B000QJOLM8,Kid Rock,43.11,0,B00B5CEI7I,Bawitdaba [Explicit],12.84,0,B00B5CEIRS,Cowboy [Explicit],8.62,0,12/31/2025
107217,kid guitar,Best Choice Products,YEZI,Ashthorpe,Toys,Musical Instruments,Baby,B07R83WG78,"YEZI Kids Toy Classical Ukulele Guitar Musical Instrument, Brown",8.06,9.57,B0D4LYWFWC,"Kids Toy Ukulele Guitar,17 Inch Classical Guitar Musical Toy,4 Strings Guitar Ukulele Educational Learning Toy for Toddlers and Preschoolers",7.28,8.68,B07M6T4C6B,"Best Choice Products 30in Kids Acoustic Guitar, All-in-One Beginner Starter Kit w/Strap, Case, Extra Strings, Rosette Inlay - Pink",5.62,1.95,12/31/2025
107423,cat kid comic club books,GRAPHIX,Scholastic,,Books,Digital_Ebook_Purchase,Toys,1338864394,The Cat Kid Comic Club Collection: From the Creator of Dog Man (Cat Kid Comic Club #1-3 Boxed Set),37.77,23.52,1338846620,Cat Kid Comic Club: Collaborations: A Graphic Novel (Cat Kid Comic Club #4): From the Creator of Dog Man,15.83,12.67,1338712764,Cat Kid Comic Club: A Graphic Novel (Cat Kid Comic Club #1): From the Creator of Dog Man,8.16,10.84,12/31/2025
